fighter_id,name,birthdate,aka,associations,class_weight,wins,losses,draws,wins_by_ko_tko,wins_by_submission,wins_by_decision,wins_by_other,losses_by_ko_tko,losses_by_submission,losses_by_decision,losses_by_other,country,city,weight (lbs),sex,height,height (cm)
6300730cb13f4e038ccd1c22fc5e5354,Jason Miller,1980-12-24,Mayhem,"['Team Mayhem', 'Reign MMA', 'Kings MMA']",Middleweight,23.0,10.0,1.0,5.0,14.0,4.0,0.0,2.0,2.0,6.0,0.0,United States,"Mission Viejo, California",185.0,M,6.0,182.88
c0477ddc3663424d96c2121c6be9a306,John Marsh,1970-09-15,The Bull,['Team Neutral Grounds'],Heavyweight,8.0,7.0,0.0,3.0,4.0,1.0,0.0,1.0,2.0,4.0,0.0,United States,"Torrance, California",222.0,M,6.0,182.88
1bc8a0213c254a12bae4b5e4f434d89c,Bobby Southworth,1969-12-16,,['American Kickboxing Academy'],Heavyweight,10.0,6.0,1.0,6.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,United States,"Santa Cruz, California",228.0,M,6.1,185.93
92823982523d44f3a2d086c61cbce54a,Jason Thacker,1975-08-18,Strange Brew,[],Middleweight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Canada,"Whonnock, British Columbia",185.0,M,6.0,182.88
15d78d49e249490d83fbde6170eda3d0,Chris Sanford,1968-03-12,,['Cesar Gracie Jiu-Jitsu'],Middleweight,5.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,United States,"San Francisco, California",185.0,M,5.11,155.75
61e34c1270b446f9bd9cfb8230596130,Lodune Sincaid,1973-05-07,The Vanilla Gorilla,[],Middleweight,15.0,9.0,0.0,6.0,8.0,1.0,0.0,6.0,1.0,2.0,0.0,United States,"North Hollywood, California",185.0,M,5.9,179.83
e9d1741e4be04f219d93aa3f459986f3,Alex Schoenauer,1976-05-05,,['Xtreme Couture'],Middleweight,15.0,10.0,0.0,4.0,7.0,2.0,2.0,1.0,5.0,4.0,0.0,United States,"Las Vegas, Nevada",185.0,M,6.3,192.02
695db7d68d0845ee806b13a9189179f7,Josh Rafferty,1981-01-06,,['Meat Truck Inc.'],Welterweight,9.0,8.0,0.0,4.0,5.0,0.0,0.0,6.0,2.0,0.0,0.0,United States,"Cincinnati, Ohio",169.0,M,6.0,182.88
71a8520103cd4a3892f1117094dcc6b8,Renato Verissimo,1973-08-03,Charuto,"[""BJ Penn's MMA""]",Welterweight,7.0,5.0,1.0,6.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,United States,"Hilo, Hawaii",170.0,M,6.1,185.93
e52bb35bdba64b8f8e24eb89640d8eac,Robbie Lawler,1982-03-20,Ruthless,['Kill Cliff FC'],Welterweight,30.0,16.0,1.0,22.0,1.0,7.0,0.0,4.0,5.0,7.0,0.0,United States,"San Diego, California",170.0,M,5.11,155.75
222c832024cf48cc9bda6d4fbc6ffb39,Tony Fryklund,1971-03-26,The Freak,['Miletich Fighting Systems'],Lightweight,14.0,9.0,0.0,7.0,7.0,0.0,0.0,5.0,3.0,1.0,0.0,United States,"Boston, Massachusetts",155.0,M,6.0,182.88
73fac64e6a834c928bebd38121e391e4,Vitor Belfort,1977-04-01,The Phenom,['Kill Cliff FC'],Middleweight,26.0,14.0,1.0,18.0,3.0,5.0,0.0,7.0,2.0,5.0,0.0,Brazil,Rio de Janeiro,185.0,M,6.0,182.88
bc4fcc7555064b2cbeabbdf24655199c,Vernon White,1971-12-03,Tiger,"[""Lion's Den""]",Light Heavyweight,26.0,33.0,0.0,10.0,8.0,7.0,1.0,5.0,14.0,14.0,0.0,United States,"Palo Alto, California",205.0,M,6.0,182.88
9bb408de30774ceab77305c1a4f8538a,Mike Kyle,1980-03-31,MAK,['American Kickboxing Academy'],Heavyweight,23.0,19.0,2.0,17.0,2.0,4.0,0.0,8.0,6.0,4.0,1.0,United States,"San Jose, California",220.0,M,6.3,192.02
5fddb8f48b6141d2b185704709684b4c,Ronald Jhun,1970-09-21,Machine Gun,['808 Top Team'],Welterweight,24.0,26.0,0.0,13.0,4.0,7.0,0.0,5.0,14.0,7.0,0.0,United States,"Honolulu, Hawaii",170.0,M,5.11,155.75
e5897772b0f945a2a5ad1ca206ba48eb,Josh Thomson,1978-09-21,The Punk,['American Kickboxing Academy'],Lightweight,22.0,9.0,1.0,7.0,9.0,6.0,0.0,2.0,0.0,7.0,0.0,United States,"San Jose, California",153.0,M,5.1,155.45
05c7113b5331431286e357a97de16805,Kimo Leopoldo,1968-01-04,,['Freelance'],Heavyweight,10.0,7.0,0.0,4.0,6.0,0.0,0.0,2.0,4.0,1.0,0.0,United States,"Huntington Beach, California",235.0,M,6.3,192.02
4a462a7013fc4d9698c02aa154c1328f,Phil Baroni,1976-04-16,New York Bad Ass,['American Kickboxing Academy'],Welterweight,16.0,19.0,0.0,11.0,2.0,3.0,0.0,7.0,3.0,9.0,0.0,United States,"Long Island, New York",170.0,M,5.9,179.83
317b7a6cf6fb47f0861bcd86a226bad1,Ivan Menjivar,1982-05-30,Pride of El Salvador,['Tristar Gym'],Bantamweight,25.0,12.0,0.0,9.0,10.0,6.0,0.0,1.0,2.0,8.0,1.0,El Salvador,La Paz,135.0,M,5.6,170.69
f3764dd5f337433f868f062f34a7b0dd,Curtis Stout,1982-05-30,Pride of El Salvador,['Tristar Gym'],Bantamweight,25.0,12.0,0.0,9.0,10.0,6.0,0.0,1.0,2.0,8.0,1.0,El Salvador,La Paz,135.0,M,5.6,170.69
c5c2f12cb6044bf2a0360b98cab84de1,Tiki Ghosn,1977-02-09,,[],Welterweight,10.0,7.0,0.0,2.0,2.0,6.0,0.0,4.0,3.0,0.0,0.0,United States,"Huntington Beach, California",169.0,M,5.1,155.45
89106465a0464f00bddc9160810657f1,Wesley Correira,1978-11-11,Cabbage,['Cabbage MMA'],Heavyweight,21.0,16.0,0.0,17.0,2.0,1.0,1.0,8.0,3.0,5.0,0.0,United States,"Hilo, Hawaii",253.0,M,6.3,192.02
dfc04ed72aa1472a9f6ea169c19d771c,Wes Sims,1979-10-12,A Whole Show,['Hammer House'],Heavyweight,24.0,15.0,2.0,13.0,9.0,0.0,2.0,6.0,5.0,3.0,1.0,United States,"Lancaster, Ohio",258.0,M,6.9,210.31
3ca53055f4934a39a48e4844237474cb,Jonathan Wiezorek,1979-02-10,Lock and Load,['Valdosta Martial Arts Academy'],Heavyweight,11.0,2.0,0.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,United States,"Valdosta, Georgia",250.0,M,6.3,192.02
d522d4c0ab554cc089fbcccdd402b0fd,Wade Shipp,,Nightmare,['Alliance MMA'],Heavyweight,12.0,5.0,0.0,6.0,6.0,0.0,0.0,4.0,0.0,1.0,0.0,United States,"San Diego, California",240.0,M,6.3,192.02
1f0f2ceb3c704977bff6cc4b8df0a9e2,Genki Sudo,1978-03-08,Neo-Samurai,['Beverly Hills Jiu-Jitsu Club'],Lightweight,15.0,4.0,0.0,2.0,11.0,2.0,0.0,1.0,0.0,3.0,0.0,Japan,"Koto, Tokyo",155.0,M,5.9,179.83
b54a9529067b4478b41cc8c238caa57c,Mike Thomas Brown,1975-09-08,,['American Top Team'],Featherweight,26.0,9.0,0.0,5.0,13.0,8.0,0.0,3.0,4.0,2.0,0.0,United States,"Portland, Maine",145.0,M,5.6,170.69
66ae40346aa44c46a3bcae5bc61f167a,Carlos Newton,1976-08-17,The Ronin,['Warrior MMA Fight Team'],Middleweight,16.0,14.0,0.0,2.0,10.0,4.0,0.0,5.0,2.0,7.0,0.0,Canada,"Newmarket, Ontario",174.0,M,5.9,179.83
c6a0e4c782df4ab0bc7b6a822ad723bd,Lee Murray,1977-11-12,Lightning,['London Shootfighters'],Middleweight,8.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,England,London,185.0,M,6.0,182.88
2a69f779d8f444b885d3032e5151b0a2,Jeff Curran,1977-09-02,Big Frog,['Team Curran'],Bantamweight,36.0,18.0,0.0,3.0,19.0,14.0,0.0,4.0,2.0,12.0,0.0,United States,"Crystal Lake, Illinois",135.0,M,5.6,170.69
96fbac973711466ba7f4ad6e1504f688,Falaniko Vitale,1974-07-14,Niko,['808 Top Team'],Middleweight,30.0,11.0,0.0,14.0,12.0,4.0,0.0,5.0,3.0,3.0,0.0,United States,"Honolulu, Hawaii",185.0,M,5.1,155.45
3a5a6a786c114a5ab6a10405607463a8,David Abbott,1965-04-26,Tank,[],Heavyweight,10.0,15.0,0.0,7.0,2.0,1.0,0.0,8.0,5.0,2.0,0.0,United States,"Huntington Beach, California",250.0,M,6.0,182.88
860176cb57fc4050aecb6fabf5a358c3,Pedro Rizzo,1974-05-03,The Rock,['Ruas Vale Tudo'],Heavyweight,20.0,11.0,0.0,15.0,1.0,4.0,0.0,7.0,0.0,4.0,0.0,Brazil,"Rio de Janeiro, Rio de Janeiro",244.0,M,6.1,185.93
fd20245627004eb48b9a8896c30f0cb8,Ricco Rodriguez,1977-08-19,Suave,['American Fight Club'],Heavyweight,54.0,27.0,1.0,17.0,25.0,12.0,0.0,11.0,0.0,16.0,0.0,United States,"Staten Island, New York",225.0,M,6.4,195.07
428bcfa03f024b15a79b0f82b120bd8e,Keith Rockel,1965-08-28,,['Team Elite'],Middleweight,12.0,4.0,0.0,4.0,6.0,2.0,0.0,1.0,2.0,1.0,0.0,United States,"Amherst, Massachusettes",185.0,M,6.0,182.88
d35f7b44890d487a9f15b8173f57dab8,Chris Liguori,,The Story,['Ricardo Almeida Jiu-Jitsu'],Lightweight,15.0,10.0,0.0,5.0,5.0,5.0,0.0,2.0,5.0,3.0,0.0,United States,"Toms River, New Jersey",155.0,M,5.1,155.45
31da71a68d2f468589b8706d9bbaf0c2,Nick Agallar,1979-01-13,,['Agallar Combative Systems'],Lightweight,24.0,6.0,0.0,10.0,8.0,6.0,0.0,3.0,2.0,1.0,0.0,United States,"Racine, Wisconsin",155.0,M,5.8,176.78
1402b326519c4c9ab8c70ba6dbe6b159,Vladimir Matyushenko,1971-01-04,The Janitor,['VMAT'],Light Heavyweight,27.0,8.0,0.0,12.0,4.0,11.0,0.0,4.0,2.0,2.0,0.0,Belarus,Retchisa,205.0,M,6.1,185.93
99deac13c2d549cc9e9c4efb721e129e,Gan McGee,1976-11-20,The Giant,['S.K.S. Fight Team'],Heavyweight,13.0,5.0,0.0,11.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,United States,"San Luis Obispo, California",260.0,M,6.1,185.93
98ee86c7044c4e9fbcf0129689cb73fe,Dave Strasser,1969-07-13,,['Freestyle Academy'],Welterweight,25.0,8.0,0.0,10.0,9.0,6.0,0.0,1.0,5.0,2.0,0.0,United States,"Kenosha, Wisconsin",167.0,M,5.1,155.45
815d79da4b914164bfd9ba2facae9881,Gerald Strebendt,1979-03-01,The Finishing Machine,['10th Planet Jiu-Jitsu'],Lightweight,9.0,7.0,0.0,1.0,8.0,0.0,0.0,4.0,3.0,0.0,0.0,United States,"Los Angeles, California",155.0,M,5.9,179.83
78f41c374a004608898dcf0246597dc5,Caol Uno,1975-05-08,,['Uno Dojo'],Featherweight,34.0,23.0,0.0,3.0,18.0,13.0,0.0,9.0,3.0,11.0,0.0,Japan,"Yokosuka, Kanagawa",145.0,M,5.7,173.74
d55b9921f99449518c085c3607bb23c2,Romie Aram,1977-12-02,,['Millennia MMA'],Welterweight,7.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,United States,"Ontario, California",170.0,M,5.1,155.45
a1ee8ac6dba644e69927a903951df412,Sean Alvarez,1971-07-14,,['Renzo Gracie Jiu-Jitsu'],Heavyweight,4.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,USA,New York,235.0,M,6.0,182.88
20ff4dcda2f64077806a291c8e795e3a,Rich Crunkilton,1979-11-25,Cleat,['American Kickboxing Academy'],Lightweight,19.0,4.0,0.0,8.0,7.0,4.0,0.0,2.0,0.0,2.0,0.0,United States,"Fort Lauderdale, Florida",155.0,M,5.7,173.74
03990a0836004274aedae8747b4c02ee,Mark Weir,1967-09-19,The Wizard,['Range'],Middleweight,21.0,18.0,0.0,11.0,9.0,1.0,0.0,11.0,6.0,1.0,0.0,England,"Gloucester, Gloucestershire",185.0,M,6.2,188.98
a38a0f52c1e449afbdd4e2052a4ba567,Alexandre Dantas,1979-01-03,Cafe,['Black Team'],Middleweight,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Brazil,Rio de Janeiro,176.0,M,6.2,188.98
c800e2d0c3704b20aa754a949563c159,Gil Castillo,1965-10-21,,['Cesar Gracie Fight Team'],Welterweight,8.0,5.0,0.0,2.0,2.0,4.0,0.0,3.0,0.0,2.0,0.0,United States,"Concord, California",170.0,M,5.9,179.83
4db0f6a1470046f0bdb47e8372cebd39,Ian Freeman,1970-12-31,The Machine,['Machine MMA'],Light Heavyweight,20.0,7.0,0.0,10.0,6.0,4.0,0.0,6.0,1.0,0.0,0.0,England,"Sunderland, Tyne and Wear",205.0,M,5.11,155.75
4ddb1524172f419799e015ff1059c04e,Phillip Miller,1979-02-20,,['Williams Combat Grappling'],Middleweight,16.0,0.0,0.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,United States,"Hesperia, California",182.0,M,5.11,155.75
a4a3744d0230470681ee327fc09c8fe6,Benji Radach,1979-04-05,The Razor,['Reign MMA'],Middleweight,21.0,7.0,1.0,17.0,1.0,3.0,0.0,5.0,0.0,2.0,0.0,United States,"Castlerock, Washington",185.0,M,5.1,155.45
7a4b6001b44147c6a01c50943d8c923d,Eugene Jackson,1966-09-23,The Wolf,['Gladiators Training Academy'],Middleweight,15.0,9.0,0.0,4.0,10.0,1.0,0.0,4.0,5.0,0.0,0.0,United States,"East Palo Alto, California",185.0,M,5.8,176.78
90f746e7fdac44578dc0e371f777e7f8,Leigh Remedios,1976-01-13,Bulldog,['Team Quannum'],Featherweight,18.0,10.0,0.0,2.0,13.0,2.0,1.0,3.0,3.0,4.0,0.0,England,Hudderfield,145.0,M,5.7,173.74
30eb7c10542447298fb929ee901ca979,James Zikic,1977-03-31,The Messenger,['London Shootfighters'],Middleweight,21.0,10.0,0.0,7.0,8.0,5.0,1.0,2.0,0.0,8.0,0.0,England,"Watford, Hertfordshire",185.0,M,6.2,188.98
e8f79237d5854ea5a2fb1ab3ddaa0c18,Chris Haseman,1969-06-02,The Hammer,['Rings Australia'],Light Heavyweight,20.0,17.0,0.0,2.0,14.0,3.0,1.0,8.0,3.0,6.0,0.0,Australia,,198.0,M,5.11,155.75
4df0cd5857ae412195402ce79bbd43af,Nick Serra,1978-03-27,The Mad Monkey,['Serra-Longo Fight Team'],Welterweight,7.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,United States,"East Meadow, New York",170.0,M,5.9,179.83
83df307eb07e4acfb9c55b3ca9bcd981,Zach Light,1974-02-06,The Lisbon Outlaw,['Wolfslair'],Welterweight,9.0,11.0,0.0,2.0,4.0,3.0,0.0,3.0,8.0,0.0,0.0,United States,"Huntington Beach, California",170.0,M,5.8,176.78
ad3032781c1e47d8ad96337e039f985a,Steve Berger,1973-05-20,The Red Nose Pitbull,['Berger MMA'],Welterweight,20.0,23.0,2.0,2.0,14.0,4.0,0.0,8.0,1.0,14.0,0.0,United States,"St. Louis, Missouri",170.0,M,5.1,155.45
f490bca0dc1d4c86b1da51c57dbcca15,Rodrigo Ruas,,,['Ruas Vale Tudo'],Middleweight,4.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,Brazil,,185.0,M,,
248531ec089449b5a9b0c0cd453db5c5,Joao Marcos Pierini,1971-12-11,,['Team JM'],Welterweight,4.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Mexico,"Playa del Carmen, Quintana Roo",170.0,M,6.1,185.93
dbd973e33a3e4697b586f651b0756087,Murilo Bustamante,1966-07-30,,['Brazilian Top Team'],Middleweight,15.0,8.0,0.0,7.0,4.0,4.0,0.0,2.0,0.0,6.0,0.0,Brazil,"Arpoador, Rio de Janeiro",185.0,M,6.1,185.93
eafd20f8499a49cfa3e7075aff3df4ee,Tsuyoshi Kosaka,1970-03-06,TK,['Alliance-Square'],Heavyweight,28.0,21.0,0.0,9.0,6.0,9.0,4.0,10.0,2.0,7.0,2.0,Japan,"Kusatsu, Shiga",214.0,M,5.11,155.75
b88dd50162e44a20a93a43d8d3333947,Paul Creighton,1970-07-04,,['Renzo Gracie Jiu-Jitsu'],Lightweight,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,United States,"Suwanee, Georgia",155.0,M,5.6,170.69
16e1c4e9ad7b46baaae0fba594abba5d,Amar Suloev,1976-07-01,,['Red Devil Sport Club'],Middleweight,24.0,7.0,0.0,13.0,7.0,3.0,1.0,2.0,3.0,2.0,0.0,Armenia,Kalinin City,185.0,M,5.9,179.83
8e9374e9dc1d4fba80df6e21d6f8f0ec,Andrei Semenov,1977-06-17,White Shark,[],Middleweight,34.0,9.0,0.0,11.0,15.0,8.0,0.0,2.0,1.0,6.0,0.0,Russia,St. Petersburg,185.0,M,6.0,182.88
e6659fd422da4843830979bff29a87de,Josh Barnett,1977-11-10,The Warmaster,['UWF USA'],Heavyweight,35.0,8.0,0.0,10.0,19.0,5.0,1.0,4.0,1.0,3.0,0.0,United States,"Seattle, Washington",248.0,M,6.3,192.02
58ad680c511f454495f89e1ece6fba42,Hayato Sakurai,1975-08-24,Mach,['Mach Dojo'],Welterweight,38.0,13.0,0.0,12.0,10.0,16.0,0.0,5.0,4.0,4.0,0.0,Japan,"Ryugasaki, Ibaraki",168.0,M,5.7,173.74
9d3c3ef90b48480781311a1b5ca01bb4,Pat Miletich,1968-03-09,The Croation Sensation,['Miletich Martial Arts'],Welterweight,29.0,8.0,0.0,7.0,16.0,6.0,0.0,4.0,3.0,1.0,0.0,United States,"Bettendorf, Iowa",169.0,M,5.1,155.45
158d573d9e994aedacbc9b9680ab125d,Pete Williams,1975-07-10,El Duro,"[""Lion's Den""]",Heavyweight,12.0,6.0,0.0,6.0,4.0,2.0,0.0,2.0,1.0,3.0,0.0,United States,"San Lorenzo, California",225.0,M,6.3,192.02
4e61d8017a9d473d8624241911f017ec,Kelly Dullanty,1977-07-04,Psycho,[],Lightweight,4.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,United States,"San Jose, California",155.0,M,5.8,176.78
26076623b7d342d1815c8a62ed8afae1,Jutaro Nakao,1970-11-30,,['Jutaro Nakao MMA School'],Welterweight,26.0,21.0,0.0,7.0,14.0,5.0,0.0,4.0,1.0,16.0,0.0,Japan,"Yokosuka, Kanagawa",170.0,M,5.9,179.83
46349d7e65ec4752a295bd982d615cf4,Ricardo Almeida,1976-11-29,Big Dog,['Renzo Gracie Jiu-Jitsu'],Welterweight,13.0,5.0,0.0,0.0,5.0,8.0,0.0,1.0,1.0,2.0,1.0,United States,"Bordentown, New Jersey",170.0,M,5.11,155.75
e9c456d9cb154f63b2fe99a988785ec5,Kevin Randleman,1971-08-10,The Monster,['Tapout Training Center'],Light Heavyweight,17.0,16.0,0.0,9.0,0.0,8.0,0.0,4.0,8.0,4.0,0.0,United States,"Columbus, Ohio",205.0,M,5.1,155.45
2b8ada8d96a84246a1518e6e98cf4d1d,Chris Brennan,1971-08-10,The Monster,['Tapout Training Center'],Light Heavyweight,17.0,16.0,0.0,9.0,0.0,8.0,0.0,4.0,8.0,4.0,0.0,United States,"Columbus, Ohio",205.0,M,5.1,155.45
1faf751578e64395bf12a774436a4527,Bobby Hoffman,1966-10-28,The Truth,['Universal Grappling Academy'],Heavyweight,36.0,10.0,2.0,23.0,6.0,7.0,0.0,4.0,2.0,4.0,0.0,United States,"Bettendorf, Iowa",245.0,M,6.2,188.98
a255cecbd46046f0a04321e00fa40bf6,Homer Moore,1971-11-12,Rock,[],Light Heavyweight,26.0,9.0,0.0,8.0,4.0,14.0,0.0,5.0,1.0,3.0,0.0,United States,"Phoenix, Arizona",205.0,M,5.1,155.45
5e3943dac3e840ddb02c09c9a2b59d8a,Roberto Traven,1968-09-16,Spider,['Alliance Team'],Heavyweight,6.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,Brazil,Rio de Janeiro,227.0,M,6.3,192.02
5822d315dc0844eea6c6be8f3431aa5e,Fabiano Iha,1970-07-28,,[],Lightweight,10.0,5.0,0.0,3.0,7.0,0.0,0.0,3.0,0.0,2.0,0.0,United States,"Huntington Beach, California",155.0,M,5.8,176.78
945e5d16729a425a8fc7a4ee7c15d01f,Semmy Schilt,1973-10-27,Hightower,['Golden Glory'],Heavyweight,26.0,14.0,0.0,15.0,9.0,2.0,0.0,2.0,6.0,6.0,0.0,Netherlands,"Zuidlaren, Drenthe",256.0,M,6.11,186.23
35d33efd4d254ba991a9e8d0ca09fe51,Yuki Kondo,1975-07-17,Sora,['Pancraseism Yokohama'],Welterweight,66.0,40.0,0.0,21.0,17.0,28.0,0.0,6.0,9.0,25.0,0.0,Japan,"Nagaoka, Niigata",158.0,M,5.11,155.75
125112f98f254bc0bcffb590e4d62497,Paul Rodriguez,1975-05-18,,['American Top Team Orlando'],Lightweight,10.0,9.0,0.0,2.0,6.0,2.0,0.0,1.0,4.0,4.0,0.0,United States,"Orlando, Florida",155.0,M,5.8,176.78
5ff6432736a34206aa75bda50e9d2e8b,Joey Gilbert,1970-04-14,,['Gilbert Grappling'],Lightweight,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,United States,"Chicago, Illinois",154.0,M,5.5,167.64
05acf6dc19044247b0e8ebaf97d87356,Phil Johns,1969-12-31,Little Giant,['Silverbacks Vale Tudo'],Welterweight,30.0,14.0,0.0,7.0,12.0,9.0,2.0,6.0,6.0,2.0,0.0,United States,"Canton, Illinois",160.0,M,5.2,158.5
74c057e2327b43779eca84e37d57c08e,Mark Robinson,1969-12-31,White Rhino,['Cal Cooper'],Super Heavyweight,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,"Atlanta, Georgia",300.0,M,6.0,182.88
39a3eae9900a4b17b44c50a68feef3d4,Kenichi Yamamoto,1976-07-11,,['Power of Dream'],Middleweight,5.0,12.0,0.0,2.0,2.0,1.0,0.0,7.0,3.0,2.0,0.0,Japan,"Kadoma, Osaka",185.0,M,5.11,155.75
f7fbef74f3484f9fa83075461ba3ea4c,Yoji Anjo,1969-12-31,Mr. 200%,['Team Kingdom'],Light Heavyweight,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,Japan,"Suginami, Tokyo",198.0,M,5.11,155.75
622be55107da44aea338a8abcb4c7e5a,Daiju Takase,1978-04-20,,['IamI'],Light Heavyweight,12.0,15.0,0.0,2.0,4.0,6.0,0.0,7.0,1.0,6.0,1.0,Japan,"Ina, Saitama",194.0,M,6.0,182.88
d77329c6507e481c828f1080254c6ca5,Lance Gibson,1970-11-20,Fearless,['Gibson Kickboxing & Pankration'],Middleweight,4.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,Canada,"Port Moody, British Columbia",185.0,M,5.9,179.83
607cf0e094084e74bdda509a3b60af2c,Maurice Smith,1961-12-13,Mo,['The Alliance'],Light Heavyweight,12.0,14.0,0.0,7.0,2.0,3.0,0.0,0.0,8.0,4.0,2.0,United States,"Seattle, Washington",206.0,M,6.2,188.98
435949ea3f6844d793c6e3d3690991b3,Aaron Brink,1974-11-12,The Frijolero,[],Heavyweight,29.0,27.0,2.0,25.0,4.0,0.0,0.0,11.0,15.0,1.0,0.0,United States,"San Diego, California",231.0,M,6.3,192.02
8b84120657f04786a3dc904a670233a5,John Lewis,1969-07-16,,"['Lewis', 'Pederneiras Vale-Tudo']",Welterweight,3.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,United States,"Las Vegas, Nevada",160.0,M,6.0,182.88
0215f57711544430ac81401e1d1acfbe,Mark Hughes,1973-10-13,,['Miletich Martial Arts'],Middleweight,6.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,United States,"Hillsborough, Illinois",185.0,M,5.8,176.78
da48db284e5b4dd2acf85ffba14b6838,Alex Stiebling,1973-10-13,,['Miletich Martial Arts'],Middleweight,6.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,United States,"Hillsborough, Illinois",185.0,M,5.8,176.78
634fa925399b46ab81467584b0e12830,Ben Earwood,,,['Miletich Martial Arts'],Welterweight,12.0,3.0,0.0,2.0,6.0,2.0,2.0,1.0,0.0,2.0,0.0,United States,"Bettendorf, Iowa",170.0,M,5.8,176.78
465b717a2fde4ef0aea17e7746665a95,Dan Severn,1958-06-08,The Beast,['The Beast Academy'],Heavyweight,101.0,19.0,0.0,23.0,54.0,24.0,0.0,5.0,7.0,7.0,0.0,United States,"Coldwater, Michigan",253.0,M,6.2,188.98
8fd21f1fc9384442ba5f8df529fe6feb,LaVerne Clark,1973-12-02,Fists of Fury,['Miletich Martial Arts'],Middleweight,27.0,21.0,0.0,14.0,7.0,6.0,0.0,2.0,17.0,1.0,1.0,United States,"Davenport, Iowa",185.0,M,5.11,155.75
a7e4f80557a64375b400b73e2133891c,Tedd Williams,1969-12-19,,['Williams Combat Grappling'],Heavyweight,7.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,United States,"Hesperia, California",250.0,M,6.0,182.88
0a09166394cf4d60971752c4c415f497,Tim Lajcik,1965-06-21,The Bohemian,['Gladiators Training Academy'],Heavyweight,7.0,6.0,0.0,5.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,United States,"Redwood, California",225.0,M,6.1,185.93
8caebd873e1d45cf96027430aa454a0b,Brad Gumm,,,['Gumm Mixed Martial Arts'],Welterweight,10.0,6.0,1.0,1.0,5.0,4.0,0.0,2.0,1.0,3.0,0.0,United States,"Littleton, Colorado",170.0,M,5.11,155.75
6bd978a729b346a48b4c076199e9b4fd,CJ Fernandes,1977-11-13,,['HIT Squad'],Welterweight,14.0,8.0,0.0,10.0,2.0,2.0,0.0,4.0,3.0,0.0,1.0,United States,"Granite City, Illinois",170.0,M,6.0,182.88
f3b57087cee64f2db6b399f1eb52eaf5,Tyrone Roberts,1972-07-14,Native Warrior,[],Heavyweight,44.0,12.0,0.0,19.0,18.0,7.0,0.0,8.0,2.0,2.0,0.0,United States,"Tama, Iowa",213.0,M,5.9,179.83
e71595c33f4c4ed79daa338cb1aea782,David Dodd,,,['Arizona Combat Sports'],Light Heavyweight,4.0,7.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,0.0,United States,"Mesa, Arizona",205.0,M,6.2,188.98
6df4178b97314f23b06e94250827acd9,Amaury Bitetti,1969-04-14,,[],Middleweight,5.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,Brazil,Rio de Janeiro,185.0,M,5.9,179.83
5af0f3fc40104f258764591fdcec408a,Alex Andrade,1974-05-14,El Toro,"[""Lion's Den""]",Light Heavyweight,10.0,5.0,0.0,5.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,United States,"Laredo, Texas",200.0,M,5.11,155.75
baec6095f3314d55806726fb8361e969,Marcelo Aguiar,1969-01-20,,['Academia Boxe'],Welterweight,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,Brazil,,168.0,M,5.8,176.78
